city,colors,shape,state,time
Soldotna,RED,SPHERE,AK,10/20/1976 22:00
St. George,RED,LIGHT,UT,10/21/1976 21:00
Dallas,,DISK,TX,10/30/1976 16:30
Louisville,,DISK,KY,10/30/1976 22:50
Los Angeles,,OVAL,CA,10/31/1976 18:00
Garland,,OTHER,TX,10/31/1976 20:00
Wilmington,,DISK,DE,11/1/1976 21:30
Orchard Lake,,RECTANGLE,MI,11/5/1976 19:30
Hartsville,,LIGHT,SC,11/11/1976 20:00
Tarboro,,DISK,NC,11/12/1976 18:00
Oscoda,,DISK,MI,11/15/1976 21:00
Taunton,ORANGE,FIREBALL,MA,11/15/1976 22:00
Bedford Heights,BLUE,OVAL,OH,11/15/1976 23:00
Pennsylvania,,DISK,PA,11/17/1976 15:00
Sierra Vista,,,AZ,11/19/1976 23:00
Virginia,,FIREBALL,VA,11/25/1976 20:20
Omaha,,RECTANGLE,NE,11/25/1976 23:00
Houston,,CIRCLE,TX,11/26/1976 3:30
Stead Nevada,,DISK,NV,11/27/1976 15:00
Milford,,DISK,CT,12/3/1976 15:30
Monrovia,,TRIANGLE,IN,12/3/1976 23:00
Davie,,VARIOUS,FL,12/6/1976 5:30
Junction City,,DIAMOND,KS,12/15/1976 22:15
Winslow,,DISK,ME,12/25/1976 19:00
Conshohocken,,OTHER,PA,12/27/1976 19:00
New Canaan,,,CT,1/1/1977 2:30
Great Neck,,CYLINDER,NY,1/1/1977 12:00
New York City,,SPHERE,NY,1/1/1977 19:30
La Crescenta,,FORMATION,CA,1/1/1977 20:00
Westminster,,DISK,CA,1/1/1977 20:00
El Paso,,,TX,1/14/1977 22:00
Dingman's Ferry,,LIGHT,PA,1/15/1977 1:00
Scottsbluff County,,CHEVRON,NE,1/15/1977 20:10
Fall River,,OVAL,RI,1/18/1977 17:45
Riverside,,OVAL,RI,1/18/1977 17:45
Coventry,,TRIANGLE,RI,1/19/1977 20:30
Ft. Knox,,LIGHT,KY,2/15/1977 2:30
Joyce Kilmer Slickrock Creek Wilderness,,CIRCLE,NC,2/15/1977 20:00
Bloomington,,OVAL,IN,2/21/1977 23:42
Terre Haute,,,IN,3/1/1977 12:12
Hamlet,,SPHERE,IL,3/1/1977 20:00
Hometown,,TRIANGLE,PA,3/2/1977 20:45
St. Louis,,CIRCLE,MO,3/11/1977 13:00
Stevens Pass,ORANGE,SPHERE,WA,3/15/1977 20:30
Brea,,FORMATION,CA,3/15/1977 22:00
Los Angeles,,DISK,CA,3/17/1977 18:00
Lake Worth,,CHEVRON,TX,3/19/1977 19:00
Los Angeles,,OTHER,CA,3/19/1977 20:30
Minneola,,CIGAR,FL,3/20/1977 11:00
Ridgway,RED,RECTANGLE,IL,3/20/1977 20:00
Southgate,,DISK,MI,3/27/1977 10:00
Louisville,RED,LIGHT,KY,4/1/1977 22:00
Silver Spring,,DISK,MD,4/11/1977 14:00
Hattiesburg,RED GREEN,CIGAR,MS,4/15/1977 5:00
Hattiesburg,RED GREEN,CIGAR,MS,4/15/1977 17:00
Phoenix,,CIGAR,AZ,4/15/1977 21:00
Clearence Center,,OVAL,NY,4/15/1977 23:00
South Royalton,,DISK,VT,4/16/1977 14:00
Long Green,,DISK,MD,4/17/1977 16:30
Augusta,,RECTANGLE,GA,4/17/1977 22:00
Kansas City,RED,OTHER,MO,4/26/1977 18:05
Sinton,,OVAL,TX,4/30/1977 23:00
Bridgeport,,DISK,CT,5/1/1977 0:00
Jacksonville,,TRIANGLE,AR,5/1/1977 0:00
none,,SPHERE,FL,5/1/1977 1:00
Yazoo City,,OVAL,MS,5/1/1977 17:00
Des Plaines,,OVAL,IL,5/1/1977 19:00
Palatine,,OVAL,IL,5/1/1977 19:00
Winamuccha,,CIGAR,NV,5/1/1977 20:25
Freeland,,OTHER,MI,5/1/1977 21:30
Denver,,LIGHT,CO,5/1/1977 22:00
Kinder,,SPHERE,LA,5/8/1977 16:00
Kemah,,LIGHT,TX,5/10/1977 1:00
Salem,,CIGAR,OR,5/15/1977 0:00
Elmont,,DISK,VA,5/15/1977 8:00
Minneapolis,RED GREEN,,MN,5/15/1977 23:00
Marana,,SPHERE,AZ,5/22/1977 20:00
Mettacahonts,,CIRCLE,NY,5/23/1977 21:00
Marshall,,CIGAR,IL,5/25/1977 1:00
Meridian,,DISK,ID,5/28/1977 0:00
Meridian,,DISK,ID,5/28/1977 0:01
Los Angeles,,CIGAR,CA,5/28/1977 21:00
Watertown,,CIGAR,NY,5/29/1977 23:30
Bratenhaul,,DISK,OH,5/30/1977 10:00
Clements,,VARIOUS,CA,6/1/1977 0:00
Miami,,DIAMOND,FL,6/1/1977 0:00
Raymond,,TRIANGLE,NH,6/1/1977 0:30
Hesperia,,EGG,CA,6/1/1977 1:00
Coral Springs,,TRIANGLE,FL,6/1/1977 1:30
Hanna City,,CYLINDER,IL,6/1/1977 2:00
Plantation,,CIRCLE,FL,6/1/1977 2:00
Shaver Lake,,CIGAR,CA,6/1/1977 3:30
Fort Worth,,DISK,TX,6/1/1977 16:00
Shelby,,CIRCLE,OH,6/1/1977 17:00
Meriden,,OVAL,CT,6/1/1977 20:00
San Antonio,,OVAL,TX,6/1/1977 21:00
Butte Meadows,,,CA,6/1/1977 22:00
Hart's Location,,CIRCLE,NH,6/1/1977 22:00
John Day,RED ORANGE,OVAL,OR,6/1/1977 22:00
Simi Valley,RED,DISK,CA,6/1/1977 22:00
Grand Forks,,CIRCLE,ND,6/1/1977 23:00
Houtzdale R.D.,,EGG,PA,6/1/1977 23:00
Yazoo City,,OVAL,MS,6/1/1977 23:00
Hudson,,CIRCLE,NH,6/1/1977 23:30
Gaithersburg,,CIGAR,MD,6/1/1977 23:45
Valley Station,,CIRCLE,KY,6/4/1977 23:00
Napa,,DISK,CA,6/6/1977 19:00
Winston,,CIRCLE,OR,6/7/1977 23:00
Kingsville,,DISK,TX,6/10/1977 15:00
Stockton,,DISK,CA,6/10/1977 20:00
Leesburg,,OTHER,FL,6/10/1977 20:30
Santa Rosa,,CHEVRON,CA,6/10/1977 21:00
Dekalb,,OTHER,IL,6/10/1977 22:30
Barstow,,,CA,6/15/1977 1:00
Fort Worth,,SPHERE,TX,6/15/1977 1:00
Stillwater,,LIGHT,OK,6/15/1977 1:00
Kodiak Island,,CIRCLE,AK,6/15/1977 2:00
Indiana,,,IN,6/15/1977 10:00
Cedar City,,TRIANGLE,UT,6/15/1977 13:00
West Palm Beach,,DISK,FL,6/15/1977 15:00
Arlington Heights,,DISK,IL,6/15/1977 19:00
Medina,,DISK,OH,6/15/1977 20:00
New Orleans,,,LA,6/15/1977 20:00
Sacramento,,DISK,CA,6/15/1977 20:30
Asheville,,,NC,6/15/1977 21:00
Auburn,,TRIANGLE,CA,6/15/1977 21:00
Gaithersburg,,OVAL,MD,6/15/1977 21:00
Newington,,DISK,NH,6/15/1977 21:00
Newport,,LIGHT,OR,6/15/1977 21:30
San Diego,BLUE,SPHERE,CA,6/15/1977 21:30
Fort Collins,,CIGAR,CO,6/15/1977 22:00
Otis,RED GREEN,DISK,MA,6/15/1977 22:30
Topeka,,LIGHT,KS,6/15/1977 22:30
Ridgefield,,CIRCLE,WA,6/15/1977 23:00
Rockville,,DISK,MD,6/16/1977 19:00
Interstate 65,,LIGHT,AL,6/16/1977 22:00
Columbia,,OVAL,NC,6/17/1977 1:00
Lake Worth,,CIGAR,FL,6/17/1977 23:15
Arvada,,LIGHT,CO,6/19/1977 22:05
Accord,RED,TRIANGLE,NY,6/20/1977 20:30
Chopin,,FIREBALL,LA,6/21/1977 21:00
Boston,,SPHERE,MA,6/24/1977 1:00
Scott County,,CIRCLE,KY,6/25/1977 0:00
Waitesfield,ORANGE,LIGHT,VT,6/29/1977 3:00
Lawrenceville,,DISK,GA,6/30/1977 0:00
Russellville,,LIGHT,AR,6/30/1977 1:00
Whittier,,TRIANGLE,CA,6/30/1977 16:00
San Jose,,FLASH,CA,6/30/1977 20:30
Cambridge,,OTHER,MA,6/30/1977 21:00
Clarion,,DIAMOND,PA,6/30/1977 22:00
St. Joseph,,OVAL,MI,6/30/1977 23:45
Edgemoor,,DISK,SC,7/1/1977 0:00
Edgemoore,,DISK,SC,7/1/1977 0:00
Racine,,DISK,WI,7/1/1977 2:00
Anniston,,DISK,AL,7/1/1977 12:00
Miami,,TRIANGLE,FL,7/1/1977 15:00
Fenton,GREEN,CIRCLE,MI,7/1/1977 19:00
Burnet,,LIGHT,TX,7/1/1977 22:00
Nashua,,DISK,NH,7/1/1977 23:00
Close to Carlsbad Cavrans,,EGG,NM,7/2/1977 1:00
Glen Head,,CIGAR,NY,7/2/1977 14:00
Don't remember,,CIRCLE,NH,7/2/1977 20:30
Hampton,,CIRCLE,NH,7/2/1977 21:00
Waddy,,LIGHT,KY,7/3/1977 11:00
Marley Park,,SPHERE,MD,7/4/1977 14:00
Toppenish,,DISK,WA,7/4/1977 19:45
Federal Way,,CIRCLE,WA,7/4/1977 22:00
Happy,,DIAMOND,TX,7/4/1977 23:59
Kekaha,,CIRCLE,HI,7/5/1977 2:00
Greenup,,CIGAR,IL,7/7/1977 18:00
Brier Hill,,DISK,PA,7/8/1977 15:30
California Hotsprings,,DISK,CA,7/9/1977 20:30
Calumet City,ORANGE BLUE,CIRCLE,IL,7/10/1977 21:00
Des Moines,,TRIANGLE,IA,7/12/1977 1:30
Hillsborough,,CIGAR,CA,7/12/1977 1:30
St. Petersburg,,DISK,FL,7/12/1977 14:00
Live Oak,,TRIANGLE,CA,7/14/1977 13:00
Greenville,,,MI,7/14/1977 23:00
Rock Hill,,DISK,SC,7/15/1977 0:00
Edgemoore,,,SC,7/15/1977 0:01
Arleta,,TRIANGLE,CA,7/15/1977 1:00
New Albany,,OVAL,OH,7/15/1977 19:00
Albuquerque,,CHEVRON,NM,7/15/1977 21:00
Orlando,,DISK,FL,7/15/1977 21:00
San Francisco,,CIRCLE,CA,7/15/1977 21:30
Huntington Beach,RED GREEN,RECTANGLE,CA,7/15/1977 21:45
Houtzdale,,FIREBALL,PA,7/15/1977 22:30
Orlando,,DISK,FL,7/15/1977 23:00
Fairview,,CIRCLE,NJ,7/17/1977 15:00
Williamsburg,,CIGAR,VA,7/20/1977 20:15
Milwaukee,,FORMATION,WI,7/20/1977 22:30
Atwater,,DISK,CA,7/22/1977 23:00
Albuquerque,,OVAL,NM,7/24/1977 7:00
Cerrillos,,TRIANGLE,NM,7/24/1977 23:45
Danbury,,DISK,CT,7/25/1977 20:00
Hebron,,OVAL,KY,7/25/1977 23:00
So. Farmingdale,BLUE,,NY,7/26/1977 14:00
So. Farmingdale,,CIRCLE,NY,7/26/1977 14:00
Aurora,,CHEVRON,CO,7/30/1977 3:00
Aurora,,LIGHT,CO,7/30/1977 22:00
Whittier,,CHEVRON,CA,8/1/1977 2:00
Pleasenton,,DISK,CA,8/1/1977 16:00
Tinsley,,CIGAR,MS,8/1/1977 16:00
Fairfield,,OTHER,CT,8/1/1977 19:00
Marthasville,,CIRCLE,MO,8/1/1977 21:30
Mechanicsburg,,TRIANGLE,PA,8/1/1977 22:00
Washburn,,CHEVRON,TN,8/1/1977 23:30
Branford,,DISK,CT,8/7/1977 20:30
Tomahawk,,OVAL,WI,8/7/1977 21:44
Portsmouth,,RECTANGLE,NH,8/8/1977 18:00
Jefferson,RED BLUE,TRIANGLE,OH,8/8/1977 21:00
Twentynine Palms,,,CA,8/8/1977 23:00
Denver,,TRIANGLE,CO,8/9/1977 22:00
Hazard,,LIGHT,KY,8/10/1977 1:00
Minneapolis,,DISK,MN,8/10/1977 21:10
Cartecay,,TRIANGLE,GA,8/11/1977 17:00
San Leandro,,DISK,CA,8/12/1977 3:00
Michigan City,,SPHERE,IN,8/12/1977 22:00
Olney,,TRIANGLE,IL,8/14/1977 16:30
Rockford,,,MN,8/15/1977 1:00
Brea,,LIGHT,CA,8/15/1977 2:00
Portage Lake,,DISK,ME,8/15/1977 2:00
Plymouth,,LIGHT,IN,8/15/1977 3:00
Rolla,,DISK,MO,8/15/1977 17:00
Bristol,ORANGE,SPHERE,IN,8/15/1977 20:30
Caribou,GREEN,LIGHT,ME,8/15/1977 20:30
Interstate 65,,LIGHT,AL,8/15/1977 23:00
Black River Falls,,LIGHT,WI,8/18/1977 19:30
Huntington Beach,,CIRCLE,CA,8/22/1977 0:00
Ukiah,,VARIOUS,CA,8/28/1977 21:50
Everton,,,MO,8/31/1977 0:00
Bourbonnais,,TRIANGLE,IL,9/1/1977 0:00
Middletown,,,PA,9/1/1977 0:00
Plano,,DISK,TX,9/1/1977 13:00
Everett,,TRIANGLE,WA,9/1/1977 16:00
Arlington,,SPHERE,VT,9/1/1977 18:00
Diamond Bar,,CHEVRON,CA,9/1/1977 18:30
Middletown,,DISK,PA,9/1/1977 18:30
Grand Rapids,,CONE,MI,9/1/1977 20:00
Keene Valley,BLUE,LIGHT,NY,9/1/1977 20:00
Dublin,,TRIANGLE,HI,9/1/1977 21:00
Tahlequah,,TRIANGLE,OK,9/1/1977 23:00
Texas,,CIGAR,TX,9/10/1977 13:00
Gabbs,,TRIANGLE,NV,9/12/1977 19:00
Beatty,,LIGHT,OR,9/15/1977 0:00
Childs,,,AZ,9/15/1977 0:00
Alhambra,,DISK,CA,9/15/1977 13:44
Knoxville,,DISK,TN,9/15/1977 18:00
Dublin,,TRIANGLE,NH,9/15/1977 20:00
Heber,,TRIANGLE,AZ,9/15/1977 21:00
Iselton,,LIGHT,CA,10/1/1977 1:00
Fountain Valley,ORANGE,OTHER,CA,10/1/1977 19:00
Ferndale,,OTHER,CA,10/1/1977 22:00
Akron,,CYLINDER,OH,10/5/1977 22:00
San Antonio,,OTHER,TX,10/10/1977 12:00
Louisville,,LIGHT,KY,10/10/1977 22:00
Biloxi,,TRIANGLE,MS,10/15/1977 21:00
Orlando,GREEN,DISK,FL,10/15/1977 22:00
Kennewick,RED,LIGHT,WA,10/15/1977 23:00
East Haven,,DISK,CT,10/16/1977 18:00
Christmas Valley,,FORMATION,OR,10/25/1977 19:30
Ft. Wayne,,DISK,IN,10/27/1977 23:30
Marble Hill,,,MO,11/1/1977 23:30
Brockport,,DISK,NY,11/4/1977 17:00
Weimar,,OTHER,CA,11/8/1977 14:00
Jackson,,TRIANGLE,MS,11/11/1977 22:00
Newburgh,,DISK,NY,11/15/1977 1:00
Sidney,RED GREEN BLUE,CIRCLE,MT,11/15/1977 20:30
Kalamazoo,,DISK,MI,11/15/1977 22:30
Bensalem,RED,SPHERE,PA,11/17/1977 19:00
Aurora,,CIRCLE,CO,11/20/1977 19:00
Tahlequah,,TRIANGLE,OK,11/22/1977 23:30
Saint James,RED,SPHERE,NY,11/23/1977 16:15
New Hampton,,OTHER,NH,11/24/1977 22:30
Canandaigua,,TRIANGLE,NY,11/26/1977 14:00
Jones,RED BLUE,OTHER,MS,11/27/1977 19:06
Fort Lauderdale,,CHEVRON,FL,12/3/1977 0:50
New Albany,,DISK,IN,12/15/1977 12:00
Malvern,RED,LIGHT,AR,12/15/1977 22:00
Muscoda,RED,TRIANGLE,WI,12/17/1977 19:30
Jackson,,,MS,12/24/1977 0:00
Philadelphia,,OVAL,NY,12/24/1977 23:00
Worcester,,DISK,MA,12/28/1977 20:00
Carlyss,,,LA,1/1/1978 1:00
June Lake,,DISK,CA,1/1/1978 1:00
Whittier,,TRIANGLE,CA,1/1/1978 2:30
Sagle,,SPHERE,ID,1/1/1978 13:00
Warwick,RED,SPHERE,RI,1/5/1978 0:00
Westport,,OTHER,CA,1/6/1978 1:00
Bristol,,,TN,1/7/1978 2:00
Chatsworth,,CIRCLE,CA,1/9/1978 3:30
Thousand Oaks,YELLOW,CIRCLE,CA,1/9/1978 4:30
Grand Rapids,,DISK,MI,1/12/1978 20:00
Grand Rapids,,DISK,MI,1/12/1978 20:00
Midland,,CIGAR,TX,1/20/1978 2:00
Meriden,,DIAMOND,CT,1/22/1978 22:00
Massachusetts,,FIREBALL,NH,1/27/1978 0:00
Detroit,,,MI,2/1/1978 0:00
Dublin,,TRIANGLE,NH,2/1/1978 22:00
Brighton,,TRIANGLE,MI,2/9/1978 19:45
Escawtawpa,,DISK,MS,2/11/1978 3:00
Eastport,ORANGE,CIGAR,ME,2/15/1978 2:00
Waltham,,,MA,2/15/1978 3:00
Geneseo,,,NY,2/20/1978 19:00
Soccoro,BLUE,,NM,2/21/1978 3:00
Los Gatos,,OVAL,CA,3/1/1978 17:00
Saint Clair Shores,,OVAL,MI,3/1/1978 19:30
Stoughton,,OTHER,MA,3/1/1978 22:00
Yreka,,TRIANGLE,CA,3/4/1978 22:00
Rose Hill,,RECTANGLE,NC,3/5/1978 21:00
Simi Valley,,OVAL,CA,3/7/1978 22:00
Bellevue,,DISK,WA,3/10/1978 21:00
Lolo,,LIGHT,MT,3/15/1978 1:00
Mississippi,,DISK,MS,3/15/1978 13:00
Denver,,TRIANGLE,CO,3/17/1978 19:00
Medford,,DISK,OR,3/21/1978 4:00
Winterhaven,,DISK,CA,3/25/1978 22:00
Farmington,,CIRCLE,NM,4/1/1978 4:00
Green Springs,,CYLINDER,OH,4/1/1978 21:30
Los Angeles,BLUE,,CA,4/4/1978 2:00
Natick,,SPHERE,MA,4/4/1978 21:00
Natick,,SPHERE,MA,4/4/1978 21:15
Natick,,SPHERE,MA,4/4/1978 22:00
Chittenango,,FIREBALL,NY,4/6/1978 20:00
Pleasant Hill,,,OR,4/15/1978 13:00
Richardson,,OTHER,TX,4/15/1978 13:00
Albuquerque,,DISK,NM,4/15/1978 18:00
Westland,,DISK,MI,4/19/1978 23:00
Tiffen Valley,,FLASH,OH,4/21/1978 0:00
Wrightstown,,LIGHT,PA,5/1/1978 0:00
Big Bear Lake,,DISK,CA,5/1/1978 18:00
Midway,,OTHER,KY,5/2/1978 21:00
Gardner,,OVAL,MA,5/5/1978 6:30
Pasadena,,CIGAR,CA,5/5/1978 13:00
Fort Worth,,LIGHT,TX,5/6/1978 0:00
Barrington,,TRIANGLE,IL,5/6/1978 21:00
Grand Prairie,,TRIANGLE,TX,5/7/1978 21:50
San Diego,,VARIOUS,CA,5/10/1978 20:30
Sandwich,BLUE,TRIANGLE,MA,5/10/1978 20:30
Paramus,,CIGAR,NJ,5/24/1978 1:30
Philadelphia,,FIREBALL,PA,5/29/1978 20:00
Grants Pass,RED YELLOW GREEN BLUE,DISK,OR,6/1/1978 0:00
Grand Saline,,LIGHT,TX,6/1/1978 0:30
Marshall,,CIGAR,IL,6/1/1978 1:00
Lancaster,,SPHERE,OH,6/1/1978 3:00
Las Vegas,,LIGHT,NV,6/1/1978 5:00
Hudsonville,,OTHER,MI,6/1/1978 12:00
Katy,,EGG,TX,6/1/1978 13:00
Georgia coast,,DIAMOND,GA,6/1/1978 14:00
Attica,,OVAL,MI,6/1/1978 18:00
Fulton,,FIREBALL,MO,6/1/1978 18:00
North Adams,,SPHERE,MA,6/1/1978 19:00
Pensacola,,OVAL,FL,6/1/1978 19:00
Elsberry,,LIGHT,MO,6/1/1978 20:00
Fort Hood,,CIRCLE,TX,6/1/1978 20:00
Ocean City,,TRIANGLE,NJ,6/1/1978 20:00
Philadelphia,,OTHER,PA,6/1/1978 20:00
Columbia,,CIRCLE,SC,6/1/1978 21:00
John's Island,GREEN,OVAL,SC,6/1/1978 21:00
Paterson,,DISK,NJ,6/1/1978 21:00
Lee Park,,DISK,PA,6/1/1978 21:30
Bourbonnais,,DISK,IL,6/1/1978 22:00
Florida Keys,,,FL,6/1/1978 22:00
Paxton,GREEN,,IL,6/1/1978 22:00
Sterling Park,,DISK,VA,6/1/1978 22:00
Victoria,,OVAL,TX,6/1/1978 22:00
Dallas,,OVAL,TX,6/5/1978 19:20
Tennyson,,FLASH,TX,6/10/1978 13:00
Diamond Bar,,,CA,6/12/1978 0:00
Los Angeles,,TRIANGLE,CA,6/14/1978 9:15
Warrensville,,TRIANGLE,PA,6/15/1978 0:00
Appleton,,LIGHT,MN,6/15/1978 0:30
Michigan,,,MI,6/15/1978 1:30
Boston,,SPHERE,MA,6/15/1978 3:00
Hoopa,,OVAL,CA,6/15/1978 12:00
Orange,,CIRCLE,CA,6/15/1978 14:00
Levittown,,DISK,NY,6/15/1978 17:00
Granite Station,,CYLINDER,CA,6/15/1978 17:30
Zimmerman,,TEARDROP,MN,6/15/1978 18:00
Madison Heights,,CIRCLE,VA,6/15/1978 19:30
Lowell,,CIGAR,MA,6/15/1978 20:00
Mancelona,,DISK,MI,6/15/1978 20:00
Baton Rouge,,OVAL,LA,6/15/1978 20:30
Chattanooga,,DISK,TN,6/15/1978 21:00
Mancelona,,DISK,MI,6/15/1978 21:00
Stanwood,,OTHER,WA,6/15/1978 21:00
Mancelona,,DISK,MI,6/15/1978 22:00
Mansfield,,,PA,6/15/1978 22:00
Seattle,,,WA,6/15/1978 22:30
Madera,,FIREBALL,PA,6/15/1978 23:00
St. Clair,,SPHERE,PA,6/20/1978 0:00
Three Oaks,,DISK,MI,6/20/1978 23:00
Albany,,FIREBALL,NY,6/21/1978 3:00
Lemoore Naval Air Force Base,,OVAL,CA,6/23/1978 9:30
Gulfport,,OTHER,MS,6/24/1978 1:00
Sadieville,,DISK,KY,6/25/1978 7:00
Griffin,,DISK,GA,6/30/1978 0:00
New Bedford,,FIREBALL,MA,6/30/1978 1:00
Twentynine Palms,,EGG,CA,6/30/1978 2:30
SerlingHights,ORANGE,CIRCLE,IL,6/30/1978 3:00
Hollister,,DISK,CA,6/30/1978 14:00
St. Petersburg,,FORMATION,FL,6/30/1978 15:00
Elmsford,,DISK,NY,6/30/1978 16:00
Ashtabula,,CYLINDER,OH,6/30/1978 18:00
Nashua,,DISK,NH,6/30/1978 20:00
Del Rio,,OVAL,TX,6/30/1978 20:30
Lake Havasu,,TRIANGLE,AZ,6/30/1978 21:00
New York City,,OVAL,NY,6/30/1978 21:00
Taylor,,DISK,MI,6/30/1978 21:00
Miami,,LIGHT,FL,6/30/1978 22:00
Piscataway,,,NJ,6/30/1978 22:00
Oreland,,OTHER,PA,7/1/1978 0:00
Edina,,TRIANGLE,MN,7/1/1978 0:30
Lakes Region area of Central New Hampshire,,DISK,NH,7/1/1978 1:00
Memphis,,TRIANGLE,TN,7/1/1978 1:00
Los Angeles,,CIRCLE,CA,7/1/1978 2:00
Fort Drum,RED,LIGHT,NY,7/1/1978 8:45
Chester,,CHEVRON,NY,7/1/1978 14:00
Quincy,,TRIANGLE,CA,7/1/1978 15:00
Mojave,,SPHERE,CA,7/1/1978 17:00
Carson,,,CA,7/1/1978 17:30
Riverside,,TRIANGLE,CA,7/1/1978 20:00
Toledo,,LIGHT,OH,7/1/1978 21:30
Delta,BLUE,DISK,PA,7/1/1978 22:00
Logansport,,SPHERE,IN,7/1/1978 22:00
Monsey,,TRIANGLE,NY,7/1/1978 22:00
New Rochelle,,OVAL,NY,7/1/1978 22:00
Lake Martin,,OVAL,AL,7/1/1978 23:00
Newnan,,RECTANGLE,GA,7/1/1978 23:00
Kansas City,,DISK,KS,7/2/1978 8:00
Kansas City,,DISK,PA,7/2/1978 9:00
Greenriver Lake State Park,,CIRCLE,KY,7/4/1978 2:00
Oak Harbor,,CIGAR,WA,7/4/1978 12:00
Fayetteville,,DISK,NC,7/4/1978 19:00
San Diego,,TRIANGLE,CA,7/4/1978 19:00
Nashua,,CIRCLE,NH,7/4/1978 20:00
Reseda,RED,SPHERE,CA,7/4/1978 21:00
Danville,,SPHERE,IL,7/4/1978 22:15
Morgantown,,VARIOUS,WV,7/4/1978 23:00
Allentown,,DISK,PA,7/4/1978 23:59
New Albany,,OTHER,IN,7/7/1978 12:00
Ardmore,,SPHERE,AL,7/7/1978 13:00
Tahlequah,,TRIANGLE,OK,7/7/1978 22:00
Shelby,,LIGHT,NC,7/8/1978 0:30
Grand Rapids,,TRIANGLE,MI,7/10/1978 21:00
Corry,GREEN,LIGHT,PA,7/12/1978 8:00
San Diego,BLUE,LIGHT,CA,7/12/1978 22:00
New Symrna beach,,FORMATION,FL,7/14/1978 14:30
Spokane,,DISK,WA,7/14/1978 22:30
Santa Fe,RED,LIGHT,NM,7/15/1978 0:00
Gautier,,DISK,MS,7/15/1978 2:00
Mesa,,CIGAR,AZ,7/15/1978 12:00
Weston,,DISK,MA,7/15/1978 16:00
Pointe Reyes,,SPHERE,CA,7/15/1978 17:00
Amenia,,DISK,ND,7/15/1978 18:00
Ottawa,RED,OVAL,KS,7/15/1978 18:30
Fort Mill,,CIRCLE,SC,7/15/1978 20:30
San Francisco,,DISK,CA,7/15/1978 20:45
March Air Force Base,,DISK,CA,7/15/1978 21:30
Grant,GREEN,LIGHT,CO,7/15/1978 22:00
Fargo,,TRIANGLE,ND,7/15/1978 23:00
Centereach,RED,DISK,NY,7/16/1978 21:00
Hammond,,OTHER,IN,7/18/1978 1:00
Mojave,,LIGHT,CA,7/19/1978 21:00
New York City,RED,TRIANGLE,NY,7/20/1978 2:00
Arizona,,LIGHT,AZ,7/20/1978 4:15
Livonia,GREEN,FORMATION,MI,7/20/1978 20:00
Pine Grove,,FORMATION,CA,7/20/1978 20:00
Westport,,,OR,7/20/1978 23:00
Ft Irin,,OVAL,CA,7/22/1978 1:30
Gulfport,,CHEVRON,MS,7/22/1978 2:30
Phoenix,,VARIOUS,AZ,7/22/1978 18:00
Brenham,,,TX,7/22/1978 20:00
Kingsport,RED,DISK,TN,7/25/1978 21:00
St. Robert,,LIGHT,MO,7/25/1978 21:30
St. Robert,RED,LIGHT,MO,7/26/1978 0:00
Eureka,,LIGHT,MO,7/26/1978 15:00
St. Louis,,,MO,7/26/1978 18:30
Union,ORANGE,LIGHT,MO,7/26/1978 20:00
Union,,LIGHT,MO,7/26/1978 22:00
Union,,LIGHT,MO,7/27/1978 0:45
Fort Stockton,,LIGHT,TX,7/27/1978 21:00
Valdosta,,OTHER,GA,7/29/1978 16:00
Highland,,DISK,IN,7/29/1978 23:30
Myles Inlet,,OTHER,SC,7/30/1978 23:50
Phelan,,OVAL,CA,8/1/1978 5:30
Van Nuys,,SPHERE,CA,8/1/1978 12:00
Clifton Park,,OVAL,NY,8/1/1978 19:30
Garland,RED,DISK,TX,8/1/1978 20:00
Dundee,,SPHERE,FL,8/1/1978 20:30
Yakima,,LIGHT,WA,8/1/1978 21:00
Clarksville,,CIRCLE,TN,8/1/1978 22:00
Reading,,FORMATION,PA,8/1/1978 22:00
Shelley,,LIGHT,ID,8/2/1978 23:00
Coldwater,,CYLINDER,MI,8/3/1978 22:00
Ketchikan,,RECTANGLE,AK,8/5/1978 14:00
Black Hills,BLUE,LIGHT,AZ,8/6/1978 22:00
Pecos,,DISK,NM,8/7/1978 22:00
San Diego,,OVAL,CA,8/10/1978 22:00
Spokane,,DISK,WA,8/10/1978 22:20
Auburn,,,CA,8/11/1978 22:00
Des Moines,,TRIANGLE,IA,8/12/1978 2:00
Arizona,,FORMATION,AZ,8/13/1978 11:00
Saginaw,,FORMATION,MI,8/14/1978 13:00
Simi Valley,,FIREBALL,CA,8/15/1978 2:00
West Bloomfield,GREEN,FLASH,MI,8/15/1978 2:00
Longmont,,RECTANGLE,CO,8/15/1978 12:00
Rochester,,,MN,8/15/1978 13:00
Gadsden,,SPHERE,AL,8/15/1978 15:30
Romayor,RED,FIREBALL,TX,8/15/1978 16:30
Covington,,DISK,WA,8/15/1978 17:00
Cape Cod,,OTHER,MA,8/15/1978 18:00
Provo,,DISK,UT,8/15/1978 18:00
Carbon Hill,,TRIANGLE,AL,8/15/1978 19:30
Statesboro,,LIGHT,GA,8/15/1978 20:30
Lawrenceburg,,CIGAR,TN,8/15/1978 21:00
Suffolk,,CIRCLE,VA,8/15/1978 21:00
Ticonderoga,,TRIANGLE,NY,8/15/1978 21:00
Heath,,CIRCLE,MA,8/15/1978 22:00
Steubenville,,DISK,OH,8/15/1978 22:00
